79829,257106
163859,55759
171392,27309
84861,84936
140883,10570
134510,51008
147007,27292
200942,29789
79719,253832
78994,23619
80852,116442
81573,23478
51427,25934
79817,57608
134492,727857
65992,388566
83479,221981
641654,160418
84651,23223
79933,157567
115353,54850
51256,153129
51616,27136
79944,55345
134510,161725
84517,57835
79829,51163
201627,84888
768211,92181
171392,285613
200942,146845
200942,56916
342909,55663
205860,10627
115752,51013
375519,124976
200539,57538
266812,11108
84317,27292
55696,55048
11180,219285
65993,140032
51065,55135
140883,91875
199720,64838
205860,23560
84328,64403
140883,11105
205860,80019
84861,26112
79644,51170
51163,257106
51065,284406
84651,92154
79719,55707
140688,51661
497189,55432
340665,30811
84946,90850
51008,55854
199720,10865
79663,91833
84955,54768
51065,64794
203328,84985
266553,29058
84955,55127
80019,55135
374897,84928
116983,55707
140883,256309
79674,51008
79829,29965
79817,159989
79751,115701
81573,221395
80019,29997
137970,27287
144402,128710
81573,84985
116150,91875
497189,8439
342096,161514
205860,10885
11222,29058
79719,83479
51065,54873
84272,55707
79944,81573
115209,51117
83931,51645
339488,26022
340665,145864
375519,126326
51056,54914
149465,92747
147746,54733
205860,10570
732253,55672
205860,11105
115701,54749
171392,23043
374308,23043
340665,57221
339829,83544
79644,220929
79719,221981
79663,51635
440574,84303
116983,221981
204474,51501
80237,23223
80095,388566
131540,64855
732253,84985
732253,51256
51008,59082
84440,27292
84328,349565
246176,23271
375519,220074
201176,6320
114804,51056
171392,29887
134510,54764
140883,51065
147746,26233
81889,115353
8537,84928
51320,219681
79719,116983
342977,114804
342977,27127
166614,9053
401494,64838
149603,84928
84272,221981
147007,84440
732253,223082
79829,27136
83844,254225
203427,340665
205147,284252
116442,83893
80709,51324
80019,284406
140883,10885
140883,80019
442204,92521
140883,84651
83482,51566
768211,122618
171392,57478
115353,28991
205860,27287
84928,25790
84541,55175
114294,23170
115727,55810
203427,84985
140688,144402
342977,196500
84328,25852
84317,84440
80019,64794
134510,6184
203328,340665
400746,84236
201931,83460
205860,91875
83479,55707
